country,year,iso_code,population,gdp,cement_co2,cement_co2_per_capita,co2,co2_growth_abs,co2_growth_prct,co2_including_luc,co2_including_luc_growth_abs,co2_including_luc_growth_prct,co2_including_luc_per_capita,co2_including_luc_per_gdp,co2_including_luc_per_unit_energy,co2_per_capita,co2_per_gdp,co2_per_unit_energy,coal_co2,coal_co2_per_capita,consumption_co2,consumption_co2_per_capita,consumption_co2_per_gdp,cumulative_cement_co2,cumulative_co2,cumulative_co2_including_luc,cumulative_coal_co2,cumulative_gas_co2,cumulative_luc_co2,cumulative_oil_co2,energy_per_capita,energy_per_gdp,flaring_co2_per_capita,gas_co2,gas_co2_per_capita,ghg_excluding_lucf_per_capita,ghg_per_capita,land_use_change_co2,land_use_change_co2_per_capita,methane,methane_per_capita,nitrous_oxide,nitrous_oxide_per_capita,oil_co2,oil_co2_per_capita,primary_energy_consumption,share_global_cement_co2,share_global_co2,share_global_co2_including_luc,share_global_coal_co2,share_global_cumulative_cement_co2,share_global_cumulative_co2,share_global_cumulative_co2_including_luc,share_global_cumulative_coal_co2,share_global_cumulative_flaring_co2,share_global_cumulative_gas_co2,share_global_cumulative_luc_co2,share_global_cumulative_oil_co2,share_global_flaring_co2,share_global_gas_co2,share_global_luc_co2,share_global_oil_co2,share_of_temperature_change_from_ghg,temperature_change_from_ch4,temperature_change_from_co2,temperature_change_from_ghg,temperature_change_from_n2o,total_ghg,total_ghg_excluding_lucf,trade_co2,trade_co2_share
Afghanistan,1990,AFG,12045664.0,13065984000.0,0.046,0.004,2.024,-0.741,-26.784,2.185,-1.489,-40.526,0.181,0.167,0.069,0.168,0.155,0.064,0.278,0.023,,,,1.537,58.603,347.231,11.51,10.814,801.895,29.032,2968.316,2.43,0.002,0.403,0.033,0.35,1.153,0.161,0.013,7.86,0.652,2.645,0.22,1.271,0.106,31.746,0.009,0.009,0.008,0.003,0.013,0.007,0.024,0.003,0.07,0.014,0.123,0.011,0.01,0.011,0.003,0.014,0.094,0.0,0.0,0.001,0.0,13.892,4.218,,
Afghanistan,1991,AFG,12238879.0,12047362048.0,0.046,0.004,1.914,-0.11,-5.435,1.915,-0.27,-12.34,0.157,0.159,0.138,0.156,0.159,0.138,0.25,0.02,,,,1.582,60.518,349.147,11.76,11.203,801.897,30.237,1293.862,1.154,0.002,0.389,0.032,0.344,1.158,0.001,0.0,8.221,0.672,2.72,0.222,1.204,0.098,13.903,0.009,0.008,0.007,0.003,0.012,0.007,0.024,0.003,0.068,0.013,0.122,0.011,0.009,0.01,0.0,0.012,0.092,0.0,0.0,0.001,0.0,14.178,4.207,,
Afghanistan,1992,AFG,13278982.0,12677539840.0,0.046,0.003,1.482,-0.432,-22.58,-0.179,-2.094,-109.323,-0.013,-0.014,-0.019,0.112,0.117,0.162,0.022,0.002,,,,1.628,62.0,348.968,11.782,11.566,800.236,31.266,760.342,0.723,0.002,0.363,0.027,0.29,0.942,-1.661,-0.125,8.377,0.631,2.666,0.201,1.03,0.078,9.168,0.009,0.007,-0.001,0.0,0.012,0.007,0.023,0.003,0.066,0.013,0.121,0.011,0.009,0.009,-0.032,0.011,0.09,0.0,0.0,0.001,0.0,12.514,3.853,,
Afghanistan,1993,AFG,14943174.0,9834582016.0,0.047,0.003,1.487,0.005,0.33,-2.575,-2.397,1342.009,-0.172,-0.262,-0.283,0.1,0.151,0.163,0.018,0.001,,,,1.675,63.487,346.393,11.8,11.918,796.174,32.314,650.207,0.926,0.001,0.352,0.024,0.269,0.79,-4.062,-0.272,8.579,0.574,2.705,0.181,1.048,0.07,9.105,0.009,0.007,-0.009,0.0,0.012,0.007,0.022,0.003,0.065,0.013,0.119,0.011,0.009,0.009,-0.082,0.011,0.089,0.0,0.0,0.001,0.0,11.804,4.021,,
Afghanistan,1994,AFG,16250799.0,7919856640.0,0.047,0.003,1.454,-0.033,-2.227,-1.994,0.581,-22.549,-0.123,-0.252,-0.226,0.089,0.184,0.165,0.015,0.001,,,,1.722,64.941,344.398,11.815,12.256,792.726,33.346,570.403,1.113,0.001,0.338,0.021,0.256,0.756,-3.448,-0.212,8.974,0.552,2.552,0.157,1.032,0.064,8.816,0.008,0.006,-0.007,0.0,0.012,0.007,0.022,0.003,0.063,0.013,0.118,0.011,0.007,0.008,-0.059,0.011,0.087,0.0,0.0,0.001,0.0,12.282,4.159,,
Afghanistan,1995,AFG,17065836.0,12307525632.0,0.047,0.003,1.417,-0.037,-2.511,-1.051,0.943,-47.293,-0.062,-0.085,-0.142,0.083,0.115,0.191,0.015,0.001,,,,1.769,66.358,343.347,11.829,12.578,790.257,34.357,452.46,0.604,0.001,0.322,0.019,0.253,0.78,-2.469,-0.145,9.505,0.557,2.672,0.157,1.011,0.059,7.429,0.008,0.006,-0.004,0.0,0.012,0.007,0.021,0.002,0.061,0.013,0.116,0.011,0.007,0.008,-0.045,0.011,0.085,0.0,0.0,0.001,0.0,13.319,4.321,,
Afghanistan,1996,AFG,17763265.0,12070125568.0,0.047,0.003,1.37,-0.047,-3.332,1.356,2.407,-228.996,0.076,0.112,0.186,0.077,0.114,0.188,0.007,0.0,,,,1.816,67.728,344.703,11.837,12.886,790.243,35.343,425.906,0.604,0.001,0.308,0.017,0.249,0.885,-0.014,-0.001,10.506,0.591,2.899,0.163,0.986,0.055,7.286,0.007,0.006,0.004,0.0,0.012,0.007,0.021,0.002,0.059,0.012,0.115,0.011,0.006,0.007,-0.0,0.01,0.084,0.0,0.0,0.001,0.0,15.723,4.425,,
Afghanistan,1997,AFG,18452100.0,11850753024.0,0.047,0.003,1.304,-0.066,-4.814,4.953,3.597,265.223,0.268,0.418,0.714,0.071,0.11,0.188,0.004,0.0,,,,1.864,69.032,349.656,11.84,13.168,793.891,36.292,390.019,0.585,0.001,0.282,0.015,0.242,1.007,3.648,0.198,11.334,0.614,3.186,0.173,0.949,0.051,6.938,0.007,0.005,0.016,0.0,0.011,0.007,0.021,0.002,0.057,0.012,0.115,0.011,0.006,0.006,0.049,0.01,0.083,0.0,0.0,0.001,0.0,18.584,4.466,,
Afghanistan,1998,AFG,19159996.0,11692171264.0,0.047,0.002,1.279,-0.026,-1.967,0.979,-3.974,-80.239,0.051,0.084,0.145,0.067,0.109,0.189,0.004,0.0,,,,1.911,70.311,350.634,11.844,13.432,793.591,37.234,365.121,0.577,0.001,0.264,0.014,0.236,0.918,-0.3,-0.016,11.976,0.625,3.453,0.18,0.942,0.049,6.752,0.007,0.005,0.003,0.0,0.011,0.007,0.021,0.002,0.056,0.012,0.114,0.011,0.007,0.006,-0.005,0.01,0.082,0.0,0.0,0.001,0.0,17.581,4.528,,
Afghanistan,1999,AFG,19887791.0,11517316096.0,0.047,0.002,1.092,-0.187,-14.616,1.859,0.88,89.923,0.093,0.161,0.275,0.055,0.095,0.162,0.004,0.0,,,,1.959,71.402,352.493,11.848,13.674,794.359,38.01,350.347,0.586,0.001,0.242,0.012,0.223,0.966,0.767,0.039,12.904,0.649,3.699,0.186,0.777,0.039,6.749,0.007,0.004,0.006,0.0,0.011,0.007,0.02,0.002,0.054,0.012,0.113,0.011,0.007,0.005,0.013,0.008,0.082,0.0,0.0,0.001,0.0,19.208,4.431,,
Afghanistan,2000,AFG,20130334.0,11283793920.0,0.01,0.001,1.047,-0.045,-4.078,1.104,-0.755,-40.599,0.055,0.098,0.187,0.052,0.093,0.177,0.004,0.0,,,,1.969,72.449,353.597,11.851,13.897,794.416,38.798,302.595,0.524,0.001,0.224,0.011,0.225,0.842,0.057,0.003,11.643,0.578,3.221,0.16,0.788,0.039,5.914,0.001,0.004,0.004,0.0,0.011,0.007,0.02,0.002,0.053,0.011,0.112,0.011,0.006,0.005,0.001,0.008,0.081,0.0,0.0,0.001,0.0,16.955,4.521,,
Afghanistan,2001,AFG,20284303.0,11021273088.0,0.007,0.0,1.069,0.022,2.098,1.84,0.736,66.622,0.091,0.167,0.394,0.053,0.097,0.229,0.07,0.003,,,,1.975,73.519,355.437,11.921,14.106,795.186,39.56,236.892,0.423,0.001,0.209,0.01,0.23,0.778,0.771,0.038,10.357,0.511,2.852,0.141,0.762,0.038,4.664,0.001,0.004,0.006,0.001,0.01,0.007,0.02,0.002,0.051,0.011,0.111,0.011,0.007,0.004,0.016,0.007,0.079,0.0,0.0,0.001,0.0,15.772,4.67,,
Afghanistan,2002,AFG,21378123.0,18804871168.0,0.011,0.001,1.341,0.272,25.432,6.115,4.275,232.4,0.286,0.325,1.381,0.063,0.071,0.303,0.055,0.003,,,,1.986,74.86,361.552,11.976,14.653,799.96,40.288,210.862,0.235,0.0,0.547,0.026,0.24,0.97,4.774,0.223,12.464,0.583,3.298,0.154,0.727,0.034,4.428,0.001,0.005,0.019,0.001,0.01,0.007,0.02,0.002,0.05,0.011,0.111,0.01,0.0,0.011,0.093,0.007,0.079,0.0,0.0,0.001,0.0,20.735,5.132,,
Afghanistan,2003,AFG,22733054.0,21074343936.0,0.01,0.0,1.56,0.219,16.302,5.925,-0.19,-3.113,0.261,0.281,1.138,0.069,0.074,0.299,0.092,0.004,,,,1.996,76.419,367.477,12.068,15.12,804.325,41.279,229.968,0.247,0.0,0.466,0.021,0.243,0.942,4.365,0.192,12.859,0.566,3.433,0.151,0.992,0.044,5.208,0.001,0.006,0.018,0.001,0.01,0.007,0.02,0.002,0.048,0.011,0.111,0.01,0.0,0.009,0.072,0.009,0.078,0.0,0.0,0.001,0.0,21.423,5.521,,
Afghanistan,2004,AFG,23560656.0,22332569600.0,0.01,0.0,1.237,-0.322,-20.669,3.352,-2.572,-43.42,0.142,0.15,0.697,0.053,0.055,0.257,0.092,0.004,,,,2.006,77.656,370.829,12.159,15.347,806.44,42.188,204.231,0.215,0.0,0.227,0.01,0.227,0.851,2.115,0.09,12.922,0.548,3.41,0.145,0.909,0.039,4.81,0.001,0.004,0.01,0.001,0.009,0.007,0.02,0.002,0.047,0.011,0.11,0.01,0.0,0.004,0.039,0.008,0.078,0.0,0.0,0.001,0.0,20.057,5.354,,
Afghanistan,2005,AFG,24404574.0,25397686272.0,0.006,0.0,1.89,0.652,52.719,2.78,-0.572,-17.055,0.114,0.109,0.452,0.077,0.074,0.307,0.106,0.004,,,,2.012,79.546,373.609,12.266,15.677,807.331,43.635,252.069,0.242,0.0,0.33,0.014,0.254,0.851,0.891,0.037,13.275,0.544,3.559,0.146,1.447,0.059,6.153,0.001,0.006,0.008,0.001,0.009,0.007,0.019,0.002,0.046,0.011,0.11,0.01,0.0,0.006,0.018,0.013,0.078,0.0,0.0,0.001,0.0,20.766,6.204,,
Afghanistan,2006,AFG,25424100.0,28704399360.0,0.012,0.0,2.159,0.27,14.279,3.128,0.348,12.5,0.123,0.109,0.404,0.085,0.075,0.279,0.161,0.006,,,,2.024,81.705,376.737,12.427,16.006,808.3,45.292,304.421,0.27,0.0,0.329,0.013,0.26,0.826,0.969,0.038,13.566,0.534,3.416,0.134,1.657,0.065,7.745,0.001,0.007,0.009,0.001,0.009,0.007,0.019,0.002,0.045,0.01,0.109,0.011,0.0,0.006,0.018,0.015,0.078,0.0,0.0,0.001,0.0,21.007,6.61,,
Afghanistan,2007,AFG,25909852.0,34507530240.0,0.012,0.0,2.8,0.641,29.666,3.565,0.437,13.962,0.138,0.103,0.388,0.108,0.081,0.305,0.747,0.029,,,,2.036,84.505,380.302,13.174,16.314,809.065,47.025,354.28,0.266,0.0,0.308,0.012,0.29,0.845,0.765,0.03,13.974,0.539,3.363,0.13,1.733,0.067,9.177,0.001,0.009,0.01,0.006,0.008,0.007,0.019,0.002,0.044,0.01,0.108,0.011,0.0,0.005,0.017,0.015,0.078,0.0,0.0,0.001,0.0,21.89,7.52,,
Afghanistan,2008,AFG,26482629.0,36561043456.0,0.015,0.001,4.254,1.455,51.951,4.887,1.323,37.103,0.185,0.134,0.304,0.161,0.116,0.265,1.078,0.041,,,,2.051,88.76,385.19,14.252,16.611,809.698,49.889,607.833,0.439,0.0,0.297,0.011,0.348,0.935,0.633,0.024,15.253,0.576,3.662,0.138,2.864,0.108,16.063,0.001,0.013,0.013,0.008,0.008,0.007,0.019,0.002,0.043,0.01,0.108,0.011,0.0,0.005,0.013,0.026,0.078,0.0,0.0,0.001,0.0,24.754,9.212,,
Afghanistan,2009,AFG,27466101.0,44358721536.0,0.013,0.0,6.392,2.137,50.239,6.904,2.016,41.256,0.251,0.156,0.259,0.233,0.144,0.239,1.514,0.055,,,,2.064,95.152,392.093,15.766,16.882,810.21,54.483,975.048,0.602,0.0,0.271,0.01,0.422,1.0,0.512,0.019,15.66,0.57,3.964,0.144,4.594,0.167,26.702,0.001,0.02,0.019,0.012,0.008,0.007,0.019,0.003,0.042,0.01,0.107,0.012,0.0,0.005,0.01,0.042,0.078,0.0,0.0,0.001,0.0,27.462,11.604,,
Afghanistan,2010,AFG,28284088.0,47399424000.0,0.015,0.001,8.365,1.973,30.866,8.516,1.613,23.357,0.301,0.18,0.255,0.296,0.176,0.251,2.246,0.079,,,,2.079,103.516,400.61,18.012,17.153,810.361,60.316,1182.892,0.703,0.0,0.271,0.01,0.493,1.117,0.151,0.005,17.641,0.624,4.382,0.155,5.833,0.206,33.345,0.001,0.025,0.022,0.016,0.007,0.008,0.019,0.003,0.041,0.01,0.106,0.013,0.0,0.004,0.003,0.052,0.079,0.0,0.0,0.001,0.0,31.581,13.947,,
Afghanistan,2011,AFG,29347709.0,53326336000.0,0.015,0.0,11.838,3.474,41.525,11.931,3.415,40.098,0.407,0.224,0.284,0.403,0.222,0.282,4.181,0.142,,,,2.093,115.355,412.541,22.193,17.461,810.454,67.651,1436.114,0.788,0.0,0.308,0.01,0.614,1.214,0.093,0.003,18.205,0.62,4.516,0.154,7.335,0.25,42.005,0.001,0.034,0.03,0.028,0.007,0.008,0.019,0.003,0.04,0.01,0.106,0.014,0.0,0.005,0.002,0.065,0.08,0.0,0.0,0.001,0.0,35.634,18.008,,
Afghanistan,2012,AFG,30560036.0,59166900224.0,0.029,0.001,10.035,-1.803,-15.23,10.085,-1.846,-15.472,0.33,0.17,0.25,0.328,0.17,0.249,3.125,0.102,,,,2.122,125.39,422.626,25.318,17.769,810.504,74.225,1324.121,0.682,0.0,0.308,0.01,0.532,1.1,0.05,0.002,18.094,0.592,4.532,0.148,6.573,0.215,40.341,0.002,0.029,0.025,0.021,0.007,0.009,0.019,0.004,0.039,0.009,0.105,0.015,0.0,0.005,0.001,0.057,0.08,0.001,0.0,0.001,0.0,33.622,16.252,,
Afghanistan,2013,AFG,31622708.0,62993698816.0,0.036,0.001,9.229,-0.807,-8.04,9.21,-0.875,-8.679,0.291,0.146,0.275,0.292,0.146,0.276,3.303,0.104,,,,2.158,134.618,431.836,28.621,18.066,810.485,79.818,1060.793,0.531,0.0,0.297,0.009,0.495,1.043,-0.019,-0.001,18.228,0.576,4.544,0.144,5.593,0.177,33.459,0.002,0.026,0.023,0.022,0.007,0.009,0.019,0.004,0.038,0.009,0.104,0.016,0.0,0.005,-0.0,0.048,0.081,0.001,0.0,0.001,0.0,32.971,15.655,,
Afghanistan,2014,AFG,32792527.0,64346107904.0,0.029,0.001,9.086,-0.142,-1.544,9.041,-0.169,-1.837,0.276,0.141,0.318,0.277,0.141,0.32,3.621,0.11,,,,2.186,143.704,440.876,32.242,18.337,810.44,84.983,868.576,0.442,0.0,0.271,0.008,0.48,1.027,-0.045,-0.001,18.683,0.57,4.819,0.147,5.165,0.157,28.417,0.002,0.026,0.022,0.024,0.006,0.01,0.019,0.005,0.037,0.009,0.103,0.016,0.0,0.004,-0.001,0.044,0.082,0.001,0.001,0.001,0.0,33.681,15.756,,
Afghanistan,2015,AFG,33831765.0,62783393792.0,0.041,0.001,9.67,0.584,6.429,9.803,0.763,8.437,0.29,0.156,0.299,0.286,0.154,0.295,2.722,0.08,,,,2.228,153.375,450.68,34.965,18.619,810.573,91.607,970.08,0.522,0.0,0.282,0.008,0.485,0.992,0.133,0.004,18.048,0.533,4.798,0.142,6.625,0.196,32.744,0.003,0.027,0.024,0.019,0.006,0.01,0.02,0.005,0.036,0.009,0.103,0.017,0.0,0.004,0.002,0.056,0.082,0.001,0.001,0.001,0.0,33.569,16.421,,
Afghanistan,2016,AFG,34700614.0,64372215808.0,0.076,0.002,8.906,-0.764,-7.899,9.108,-0.696,-7.095,0.262,0.141,0.305,0.257,0.138,0.298,2.718,0.078,,,,2.304,162.281,459.787,37.682,18.938,810.774,97.401,862.791,0.464,0.0,0.319,0.009,0.46,0.954,0.201,0.006,18.125,0.522,4.767,0.137,5.794,0.167,29.884,0.005,0.025,0.023,0.019,0.006,0.01,0.02,0.005,0.035,0.009,0.102,0.018,0.0,0.005,0.005,0.048,0.082,0.001,0.001,0.001,0.0,33.088,15.959,,
Afghanistan,2017,AFG,35688942.0,65169281024.0,0.045,0.001,9.677,0.771,8.657,14.573,5.465,60.005,0.408,0.224,0.493,0.271,0.148,0.327,3.257,0.091,,,,2.349,171.958,474.36,40.94,19.238,815.67,103.476,829.312,0.454,0.0,0.3,0.008,0.48,1.025,4.895,0.137,18.182,0.509,4.969,0.139,6.075,0.17,29.56,0.003,0.027,0.036,0.022,0.006,0.011,0.02,0.005,0.034,0.009,0.102,0.019,0.0,0.004,0.116,0.05,0.083,0.001,0.001,0.001,0.0,36.574,17.134,,
Afghanistan,2018,AFG,36743040.0,65996738560.0,0.057,0.002,10.602,0.924,9.553,13.308,-1.265,-8.682,0.362,0.202,0.392,0.289,0.161,0.313,3.633,0.099,,,,2.405,182.56,487.668,44.573,19.531,818.376,110.095,924.251,0.514,0.0,0.293,0.008,0.499,1.0,2.706,0.074,18.741,0.51,4.876,0.133,6.619,0.18,33.908,0.004,0.029,0.033,0.025,0.006,0.011,0.02,0.006,0.034,0.008,0.102,0.019,0.0,0.004,0.07,0.054,0.083,0.001,0.001,0.001,0.0,36.748,18.331,,
Afghanistan,2019,AFG,37856126.0,73085706240.0,0.038,0.001,10.825,0.223,2.106,19.743,6.436,48.361,0.522,0.27,0.651,0.286,0.148,0.357,3.701,0.098,,,,2.444,193.386,507.412,48.274,19.776,827.294,116.936,802.613,0.415,0.0,0.245,0.006,0.49,1.034,8.918,0.236,18.734,0.495,4.628,0.122,6.841,0.181,30.314,0.002,0.029,0.048,0.025,0.006,0.012,0.021,0.006,0.033,0.008,0.103,0.02,0.0,0.003,0.236,0.055,0.083,0.001,0.001,0.001,0.0,39.145,18.538,,
Afghanistan,2020,AFG,39068978.0,71417708544.0,0.061,0.002,11.606,0.781,7.213,16.833,-2.91,-14.741,0.431,0.236,0.614,0.297,0.163,0.424,4.116,0.105,,,,2.504,204.991,524.245,52.39,19.93,832.521,124.211,702.888,0.384,0.0,0.154,0.004,0.477,0.968,5.227,0.134,18.086,0.463,4.539,0.116,7.275,0.186,27.393,0.004,0.033,0.044,0.029,0.006,0.012,0.021,0.007,0.032,0.008,0.103,0.021,0.0,0.002,0.152,0.066,0.083,0.001,0.001,0.001,0.0,37.833,18.633,,
Albania,1990,ALB,3277964.0,12947849216.0,0.384,0.117,5.521,-3.466,-38.566,7.288,-3.557,-32.8,2.223,0.563,0.217,1.684,0.426,0.164,2.499,0.762,5.556,1.695,0.429,8.652,172.557,392.921,56.633,14.422,380.0,92.85,10214.598,2.599,,0.465,0.142,2.242,3.478,1.767,0.539,4.055,1.237,1.414,0.431,2.173,0.663,33.658,0.078,0.024,0.026,0.029,0.07,0.021,0.027,0.013,,0.018,0.058,0.034,,0.012,0.036,0.024,0.035,0.0,0.0,0.0,0.0,11.402,7.35,0.036,0.647
Albania,1991,ALB,3282607.0,9375856640.0,0.307,0.094,4.29,-1.23,-22.287,5.939,-1.349,-18.509,1.809,0.633,0.21,1.307,0.458,0.152,1.48,0.451,4.614,1.406,0.492,8.96,176.848,398.86,58.113,14.697,381.648,95.078,8549.045,3.011,,0.275,0.084,1.885,2.997,1.649,0.502,4.167,1.269,1.09,0.332,2.228,0.679,28.23,0.06,0.019,0.021,0.017,0.07,0.021,0.027,0.013,,0.018,0.058,0.034,,0.007,0.033,0.023,0.035,0.0,0.0,0.0,0.0,9.837,6.189,0.324,7.546
Albania,1992,ALB,3282506.0,8745674752.0,0.103,0.031,2.517,-1.773,-41.329,3.93,-2.009,-33.827,1.197,0.449,0.159,0.767,0.288,0.102,0.8,0.244,2.916,0.888,0.333,9.063,179.365,402.79,58.913,14.895,383.061,96.494,7468.515,2.821,,0.198,0.06,1.104,2.156,1.413,0.43,3.372,1.027,1.031,0.314,1.416,0.431,24.674,0.019,0.011,0.014,0.01,0.068,0.021,0.027,0.013,,0.017,0.058,0.033,,0.005,0.027,0.015,0.035,0.0,0.0,0.0,0.0,7.078,3.625,0.399,15.844
Albania,1993,ALB,3277830.0,9636341760.0,0.103,0.031,2.338,-0.179,-7.116,3.298,-0.632,-16.091,1.006,0.342,0.152,0.713,0.243,0.108,0.6,0.183,2.673,0.815,0.277,9.165,181.703,406.088,59.513,15.052,384.021,97.972,6555.686,2.246,,0.157,0.048,1.048,2.051,0.96,0.293,3.523,1.075,1.095,0.334,1.478,0.451,21.638,0.019,0.01,0.012,0.007,0.066,0.021,0.026,0.013,,0.017,0.057,0.033,,0.004,0.019,0.016,0.034,0.0,0.0,0.0,0.0,6.721,3.437,0.335,14.323
Albania,1994,ALB,3269417.0,10596114432.0,0.052,0.016,1.924,-0.414,-17.716,2.716,-0.582,-17.64,0.831,0.256,0.132,0.588,0.182,0.094,0.169,0.052,2.373,0.726,0.224,9.217,183.627,408.803,59.682,15.151,384.813,99.577,6243.837,1.941,0.0,0.099,0.03,0.886,2.045,0.792,0.242,4.108,1.257,1.312,0.401,1.605,0.491,20.567,0.009,0.008,0.009,0.002,0.064,0.02,0.026,0.013,0.0,0.016,0.057,0.032,0.0,0.002,0.013,0.017,0.034,0.0,0.0,0.0,0.0,6.685,2.896,0.449,23.33
Albania,1995,ALB,3258571.0,11600732160.0,0.103,0.032,2.089,0.165,8.59,2.671,-0.045,-1.648,0.82,0.23,0.118,0.641,0.18,0.092,0.161,0.049,2.547,0.781,0.22,9.32,185.716,411.475,59.843,15.202,385.395,101.35,6919.917,1.959,0.0,0.051,0.016,0.898,2.092,0.582,0.179,4.052,1.244,1.305,0.4,1.773,0.544,22.728,0.017,0.009,0.009,0.002,0.062,0.02,0.026,0.012,0.0,0.015,0.057,0.032,0.0,0.001,0.011,0.019,0.034,0.0,0.0,0.0,0.0,6.818,2.927,0.457,21.897
Albania,1996,ALB,3245681.0,12468868096.0,0.105,0.032,2.018,-0.072,-3.425,2.4,-0.271,-10.145,0.739,0.192,0.096,0.622,0.162,0.081,0.114,0.035,3.026,0.932,0.243,9.425,187.733,413.875,59.957,15.246,385.778,103.105,7645.64,2.006,0.0,0.044,0.014,0.881,1.973,0.383,0.118,3.866,1.191,1.169,0.36,1.755,0.541,25.011,0.016,0.008,0.008,0.001,0.06,0.02,0.025,0.012,0.0,0.015,0.056,0.032,0.0,0.001,0.006,0.018,0.033,0.0,0.0,0.0,0.0,6.404,2.858,1.009,49.992
Albania,1997,ALB,3229665.0,11020137472.0,0.052,0.016,1.543,-0.474,-23.519,1.863,-0.537,-22.365,0.577,0.169,0.082,0.478,0.14,0.068,0.044,0.014,2.227,0.69,0.202,9.477,189.276,415.738,60.001,15.283,386.098,104.516,7020.859,2.073,0.0,0.037,0.011,0.727,1.741,0.32,0.099,3.613,1.119,1.101,0.341,1.411,0.437,22.844,0.008,0.006,0.006,0.0,0.058,0.019,0.025,0.012,0.0,0.014,0.056,0.031,0.0,0.001,0.004,0.014,0.033,0.0,0.0,0.0,0.0,5.623,2.348,0.684,44.327
Albania,1998,ALB,3210133.0,12026242048.0,0.044,0.014,1.755,0.212,13.72,2.078,0.214,11.497,0.647,0.173,0.085,0.547,0.146,0.071,0.055,0.017,2.537,0.79,0.211,9.52,191.031,417.816,60.055,15.316,386.421,106.139,7602.231,2.043,0.0,0.033,0.01,0.801,1.835,0.323,0.101,3.467,1.08,1.143,0.356,1.623,0.506,24.572,0.007,0.007,0.007,0.001,0.056,0.019,0.025,0.012,0.0,0.014,0.055,0.031,0.0,0.001,0.005,0.016,0.033,0.0,0.0,0.0,0.0,5.891,2.572,0.782,44.577
Albania,1999,ALB,3188596.0,13673693184.0,0.055,0.017,2.986,1.231,70.182,3.031,0.953,45.874,0.95,0.222,0.137,0.937,0.218,0.135,0.11,0.035,3.789,1.188,0.277,9.575,194.017,420.846,60.166,15.345,386.465,108.931,6892.834,1.617,0.0,0.029,0.009,1.196,2.17,0.044,0.014,3.501,1.098,1.143,0.358,2.792,0.876,22.114,0.008,0.012,0.01,0.001,0.054,0.019,0.024,0.012,0.0,0.013,0.055,0.031,0.0,0.001,0.001,0.028,0.032,0.0,0.0,0.0,0.0,6.918,3.812,0.803,26.878
Albania,2000,ALB,3166147.0,14736835584.0,0.094,0.03,3.025,0.039,1.297,2.938,-0.093,-3.06,0.928,0.199,0.102,0.955,0.205,0.105,0.07,0.022,4.08,1.289,0.277,9.669,197.042,423.784,60.235,15.367,386.378,111.771,9029.438,1.95,0.0,0.022,0.007,1.218,2.133,-0.087,-0.027,3.554,1.123,1.196,0.378,2.84,0.897,28.732,0.013,0.012,0.01,0.001,0.052,0.019,0.024,0.011,0.0,0.013,0.054,0.031,0.0,0.0,-0.002,0.028,0.032,0.0,0.0,0.0,0.0,6.754,3.857,1.055,34.888
Albania,2001,ALB,3147941.0,16103904256.0,0.0,0.0,3.221,0.196,6.471,3.077,0.139,4.73,0.977,0.191,0.113,1.023,0.2,0.118,0.081,0.026,4.489,1.426,0.279,9.669,200.263,426.861,60.316,15.382,386.235,114.896,8635.532,1.691,0.0,0.015,0.005,1.291,2.194,-0.144,-0.046,3.495,1.11,1.163,0.369,3.125,0.993,27.233,0.0,0.013,0.01,0.001,0.05,0.019,0.024,0.011,0.0,0.012,0.054,0.031,0.0,0.0,-0.003,0.03,0.031,0.0,0.0,0.0,0.0,6.906,4.063,1.269,39.388
Albania,2002,ALB,3134094.0,17037279232.0,0.0,0.0,3.748,0.528,16.382,3.49,0.413,13.437,1.114,0.205,0.118,1.196,0.22,0.127,0.084,0.027,5.123,1.635,0.301,9.669,204.011,430.351,60.4,15.407,385.977,118.535,9443.555,1.731,0.0,0.026,0.008,1.48,2.351,-0.258,-0.082,3.459,1.104,1.301,0.415,3.638,1.161,29.497,0.0,0.014,0.011,0.001,0.048,0.019,0.024,0.011,0.0,0.012,0.054,0.031,0.0,0.001,-0.005,0.035,0.031,0.0,0.0,0.0,0.0,7.369,4.638,1.375,36.672
Albania,2003,ALB,3118092.0,18171076608.0,0.302,0.097,4.303,0.555,14.813,4.532,1.042,29.844,1.453,0.249,0.136,1.38,0.237,0.129,0.084,0.027,5.931,1.902,0.326,9.971,208.314,434.883,60.484,15.433,386.205,122.426,10756.612,1.831,0.0,0.026,0.008,1.661,2.7,0.228,0.073,3.479,1.116,1.315,0.422,3.891,1.248,33.27,0.035,0.016,0.013,0.001,0.048,0.018,0.024,0.011,0.0,0.011,0.053,0.031,0.0,0.001,0.004,0.037,0.03,0.0,0.0,0.0,0.0,8.418,5.178,1.627,37.817
Albania,2004,ALB,3098663.0,19346601984.0,0.3,0.097,4.177,-0.127,-2.947,3.316,-1.216,-26.837,1.07,0.171,0.093,1.348,0.216,0.118,0.084,0.027,5.528,1.784,0.286,10.272,212.491,438.199,60.568,15.466,385.344,126.185,11586.951,1.834,0.0,0.033,0.011,1.638,2.418,-0.861,-0.278,3.41,1.1,1.26,0.407,3.759,1.213,35.487,0.033,0.015,0.01,0.001,0.047,0.018,0.023,0.011,0.0,0.011,0.053,0.031,0.0,0.001,-0.016,0.034,0.03,0.0,0.0,0.0,0.0,7.493,5.075,1.351,32.343
