country,year,iso_code,population,gdp,cement_co2,cement_co2_per_capita,co2,co2_growth_abs,co2_growth_prct,co2_including_luc,co2_including_luc_growth_abs,co2_including_luc_growth_prct,co2_including_luc_per_capita,co2_including_luc_per_gdp,co2_including_luc_per_unit_energy,co2_per_capita,co2_per_gdp,co2_per_unit_energy,coal_co2,coal_co2_per_capita,consumption_co2,consumption_co2_per_capita,consumption_co2_per_gdp,cumulative_cement_co2,cumulative_co2,cumulative_co2_including_luc,cumulative_coal_co2,cumulative_gas_co2,cumulative_luc_co2,cumulative_oil_co2,energy_per_capita,energy_per_gdp,flaring_co2_per_capita,gas_co2,gas_co2_per_capita,ghg_excluding_lucf_per_capita,ghg_per_capita,land_use_change_co2,land_use_change_co2_per_capita,methane,methane_per_capita,nitrous_oxide,nitrous_oxide_per_capita,oil_co2,oil_co2_per_capita,primary_energy_consumption,share_global_cement_co2,share_global_co2,share_global_co2_including_luc,share_global_coal_co2,share_global_cumulative_cement_co2,share_global_cumulative_co2,share_global_cumulative_co2_including_luc,share_global_cumulative_coal_co2,share_global_cumulative_flaring_co2,share_global_cumulative_gas_co2,share_global_cumulative_luc_co2,share_global_cumulative_oil_co2,share_global_flaring_co2,share_global_gas_co2,share_global_luc_co2,share_global_oil_co2,share_of_temperature_change_from_ghg,temperature_change_from_ch4,temperature_change_from_co2,temperature_change_from_ghg,temperature_change_from_n2o,total_ghg,total_ghg_excluding_lucf,trade_co2,trade_co2_share
Chile,2011,CHL,17351811.0,338708856832.0,1.08,0.062,78.071,6.724,9.424,106.872,8.657,8.815,6.159,0.316,0.277,4.499,0.23,0.202,20.848,1.201,84.915,4.894,0.251,47.632,2253.475,6443.429,752.978,218.396,4190.296,1152.178,22459.619,1.139,0.004,10.45,0.602,5.763,6.955,28.8,1.66,26.487,1.526,7.99,0.46,45.628,2.63,385.712,0.079,0.226,0.269,0.141,0.159,0.163,0.301,0.115,0.547,0.119,0.546,0.237,0.018,0.163,0.546,0.402,0.259,0.001,0.002,0.004,0.0,120.682,99.991,6.844,8.766
Chile,2012,CHL,17519114.0,359556382720.0,1.127,0.064,79.621,1.549,1.985,108.523,1.652,1.545,6.195,0.302,0.269,4.545,0.221,0.198,23.476,1.34,89.322,5.099,0.248,48.759,2333.095,6551.953,776.454,228.204,4219.199,1197.342,23224.074,1.12,0.002,9.809,0.56,5.85,7.06,28.902,1.65,27.155,1.55,8.316,0.475,45.165,2.578,402.747,0.081,0.227,0.267,0.157,0.156,0.165,0.3,0.115,0.534,0.12,0.546,0.24,0.012,0.15,0.511,0.393,0.258,0.001,0.002,0.004,0.0,123.683,102.487,9.702,12.185
Chile,2013,CHL,17687006.0,371454083072.0,1.086,0.061,81.737,2.116,2.658,111.111,2.588,2.385,6.282,0.299,0.269,4.621,0.22,0.198,25.396,1.436,90.374,5.11,0.243,49.845,2414.832,6663.064,801.851,237.497,4248.573,1243.258,23629.986,1.114,0.003,9.292,0.525,5.964,7.041,29.375,1.661,26.577,1.503,8.113,0.459,45.916,2.596,413.759,0.075,0.232,0.275,0.169,0.152,0.167,0.3,0.117,0.521,0.121,0.546,0.244,0.012,0.141,0.574,0.397,0.258,0.001,0.002,0.004,0.0,124.529,105.481,8.637,10.567
Chile,2014,CHL,17864191.0,378114277376.0,1.022,0.057,77.59,-4.147,-5.074,105.83,-5.281,-4.753,5.924,0.28,0.258,4.343,0.205,0.189,24.389,1.365,83.511,4.675,0.221,50.867,2492.422,6768.895,826.24,245.792,4276.814,1287.078,23154.375,1.083,0.004,8.296,0.464,5.607,6.624,28.24,1.581,25.408,1.422,7.835,0.439,43.82,2.453,409.534,0.068,0.219,0.259,0.162,0.149,0.168,0.299,0.118,0.509,0.121,0.546,0.247,0.016,0.125,0.523,0.378,0.257,0.001,0.002,0.004,0.0,118.326,100.167,5.921,7.631
Chile,2015,CHL,18047628.0,386251292672.0,1.033,0.057,81.782,4.192,5.403,110.557,4.727,4.466,6.126,0.286,0.267,4.531,0.212,0.197,27.194,1.507,86.706,4.804,0.224,51.9,2574.204,6879.451,853.434,254.905,4305.589,1331.43,23180.021,1.072,0.005,9.112,0.505,5.757,6.768,28.775,1.594,24.565,1.361,8.096,0.449,44.353,2.458,414.23,0.071,0.231,0.27,0.185,0.145,0.169,0.299,0.119,0.498,0.122,0.546,0.25,0.023,0.135,0.52,0.375,0.256,0.001,0.002,0.004,0.0,122.149,103.907,4.924,6.021
Chile,2016,CHL,18267225.0,393022275584.0,1.12,0.061,84.25,2.468,3.018,112.094,1.537,1.39,6.136,0.285,0.258,4.612,0.214,0.194,27.015,1.479,87.85,4.809,0.224,53.02,2658.455,6991.545,880.448,264.856,4333.432,1377.494,23993.93,1.104,0.005,9.951,0.545,5.831,6.735,27.843,1.524,24.786,1.357,7.783,0.426,46.064,2.522,433.903,0.075,0.238,0.281,0.188,0.143,0.171,0.298,0.12,0.488,0.122,0.546,0.253,0.027,0.143,0.632,0.385,0.255,0.001,0.002,0.004,0.0,123.026,106.514,3.6,4.273
Chile,2017,CHL,18558865.0,398359527424.0,0.915,0.049,84.138,-0.112,-0.133,111.3,-0.794,-0.708,5.997,0.279,0.247,4.534,0.211,0.187,27.754,1.495,88.384,4.762,0.222,53.935,2742.593,7102.845,908.202,274.8,4360.593,1422.963,24517.238,1.131,0.003,9.944,0.536,5.761,6.647,27.161,1.464,25.123,1.354,7.68,0.414,45.468,2.45,450.347,0.061,0.234,0.277,0.191,0.139,0.172,0.298,0.122,0.477,0.123,0.547,0.255,0.015,0.14,0.642,0.374,0.254,0.001,0.003,0.004,0.0,123.363,106.912,4.246,5.046
Chile,2018,CHL,18893186.0,414254039040.0,0.73,0.039,84.439,0.301,0.357,110.13,-1.17,-1.051,5.829,0.266,0.235,4.469,0.204,0.18,27.071,1.433,92.167,4.878,0.222,54.666,2827.032,7212.975,935.273,284.781,4386.284,1469.53,25039.641,1.13,0.005,9.981,0.528,5.706,6.52,25.691,1.36,25.979,1.375,7.586,0.402,46.568,2.465,468.278,0.047,0.23,0.271,0.184,0.136,0.174,0.297,0.123,0.467,0.123,0.547,0.258,0.022,0.134,0.668,0.38,0.253,0.001,0.003,0.004,0.0,123.185,107.796,7.728,9.152
Chile,2019,CHL,19197747.0,417332002816.0,0.84,0.044,91.977,7.538,8.927,116.193,6.063,5.506,6.052,0.278,0.245,4.791,0.22,0.194,31.017,1.616,97.562,5.082,0.234,55.506,2919.009,7329.168,966.29,296.832,4410.5,1517.552,24894.514,1.136,0.002,12.051,0.628,6.002,6.743,24.216,1.261,25.897,1.349,7.766,0.405,48.022,2.501,473.979,0.052,0.248,0.284,0.211,0.133,0.175,0.297,0.125,0.456,0.124,0.548,0.261,0.011,0.158,0.639,0.387,0.252,0.001,0.003,0.004,0.0,129.449,115.224,5.585,6.072
Chile,2020,CHL,19370619.0,391686946816.0,0.88,0.045,80.178,-11.799,-12.828,102.752,-13.441,-11.568,5.305,0.262,0.232,4.139,0.205,0.181,25.194,1.301,83.014,4.286,0.212,56.386,2999.187,7431.92,991.483,307.876,4433.075,1560.586,22925.926,1.13,0.001,11.043,0.57,5.289,5.988,22.574,1.165,25.317,1.307,7.538,0.389,43.034,2.222,442.478,0.054,0.228,0.266,0.177,0.13,0.176,0.297,0.126,0.446,0.125,0.548,0.263,0.007,0.146,0.656,0.393,0.251,0.001,0.003,0.004,0.0,115.991,102.442,2.836,3.537
China,1990,CHN,1153582718.0,3385121832960.0,84.513,0.073,2484.855,21.2,0.861,3252.399,36.847,1.146,2.819,0.961,0.41,2.154,0.734,0.313,1976.684,1.714,2320.301,2.011,0.685,925.744,43404.617,101603.172,35176.438,473.096,63134.504,5646.984,6880.663,2.345,0.0,29.301,0.025,2.796,3.649,767.544,0.665,1041.451,0.903,298.189,0.258,330.291,0.286,7938.249,17.095,10.933,11.739,22.714,7.537,5.366,6.973,8.029,0.374,0.598,9.67,2.097,0.0,0.77,15.423,3.573,7.311,0.03,0.038,0.072,0.003,4209.336,3225.468,-164.554,-6.622
China,1991,CHN,1170788527.0,3508947910656.0,101.305,0.087,2606.096,121.241,4.879,3330.301,77.902,2.395,2.844,0.949,0.399,2.226,0.743,0.313,2049.92,1.751,2399.621,2.05,0.684,1027.049,46010.711,104933.477,37226.355,503.873,63858.703,6003.011,7122.351,2.376,0.0,30.778,0.026,2.859,3.678,724.205,0.619,1045.328,0.893,304.797,0.26,356.027,0.304,8337.61,19.93,11.24,11.828,23.791,8.03,5.53,7.065,8.333,0.362,0.607,9.707,2.151,0.0,0.796,14.572,3.669,7.41,0.031,0.04,0.074,0.004,4305.831,3346.993,-206.475,-7.923
China,1992,CHN,1184574240.0,3755037425664.0,122.445,0.103,2730.788,124.691,4.785,3528.996,198.695,5.966,2.979,0.94,0.402,2.305,0.727,0.311,2114.715,1.785,2575.791,2.174,0.686,1149.494,48741.5,108462.477,39341.074,534.112,64656.918,6388.804,7411.395,2.337,0.0,30.239,0.026,2.928,3.748,798.208,0.674,1039.68,0.878,310.834,0.262,385.793,0.326,8773.708,23.13,12.122,12.701,25.145,8.63,5.703,7.168,8.644,0.352,0.615,9.751,2.216,0.0,0.771,15.181,4.189,7.511,0.031,0.041,0.076,0.004,4440.297,3467.869,-154.997,-5.676
China,1993,CHN,1197308569.0,4126169366528.0,142.774,0.119,2921.651,190.863,6.989,3702.735,173.74,4.923,3.093,0.897,0.392,2.44,0.708,0.309,2228.745,1.861,2756.96,2.303,0.668,1292.268,51663.152,112165.211,41569.816,569.84,65438.0,6817.353,7908.675,2.292,0.0,35.728,0.03,3.069,3.838,781.084,0.652,1046.805,0.874,307.012,0.256,428.549,0.358,9457.634,25.855,12.839,13.353,26.187,9.315,5.888,7.279,8.966,0.343,0.627,9.795,2.292,0.0,0.888,15.704,4.649,7.617,0.032,0.043,0.079,0.004,4595.828,3674.115,-164.691,-5.637
China,1994,CHN,1209003100.0,4438753280000.0,164.377,0.136,3103.739,182.088,6.232,3997.346,294.611,7.957,3.306,0.901,0.398,2.567,0.699,0.309,2380.586,1.969,2749.938,2.275,0.62,1456.645,54766.887,116162.555,43950.402,611.408,66331.609,7241.064,8323.468,2.264,0.003,41.568,0.034,3.198,4.051,893.608,0.739,1064.153,0.88,319.009,0.264,423.712,0.35,10048.812,27.887,13.499,13.84,27.811,10.072,6.083,7.4,9.307,0.372,0.644,9.842,2.361,1.187,1.023,15.173,4.58,7.729,0.033,0.044,0.081,0.004,4897.836,3865.875,-353.8,-11.399
China,1995,CHN,1220133927.0,4810000039936.0,184.637,0.151,3361.637,257.898,8.309,4160.354,163.007,4.078,3.41,0.865,0.402,2.755,0.699,0.325,2569.754,2.106,2994.028,2.454,0.622,1641.281,58128.523,120322.906,46520.156,653.844,67130.32,7709.294,8498.712,2.152,0.003,42.436,0.035,3.42,4.239,798.716,0.655,1126.266,0.923,363.468,0.298,468.23,0.384,10352.658,29.613,14.285,14.364,29.189,10.88,6.292,7.526,9.671,0.398,0.659,9.881,2.439,1.142,1.006,14.703,5.015,7.851,0.034,0.046,0.084,0.004,5172.046,4172.733,-367.61,-10.935
China,1996,CHN,1230944812.0,5127589593088.0,192.853,0.157,3508.818,147.181,4.378,4343.86,183.507,4.411,3.529,0.847,0.398,2.851,0.684,0.322,2660.401,2.161,3125.396,2.539,0.61,1834.135,61637.344,124666.766,49180.559,698.315,67965.367,8219.917,8880.126,2.127,0.005,44.47,0.036,3.49,4.349,835.042,0.678,1127.177,0.916,381.891,0.31,510.622,0.415,10907.449,30.305,14.464,14.35,29.478,11.666,6.501,7.653,10.036,0.44,0.674,9.916,2.524,1.594,1.01,13.888,5.308,7.971,0.035,0.047,0.086,0.004,5353.583,4296.491,-383.422,-10.927
China,1997,CHN,1241139619.0,5291339415552.0,202.874,0.163,3515.594,6.776,0.193,4384.325,40.464,0.932,3.532,0.829,0.399,2.833,0.664,0.32,2609.556,2.103,3058.618,2.464,0.578,2037.009,65152.938,129051.094,51790.113,742.473,68834.102,8777.878,8871.482,2.075,0.004,44.159,0.036,3.479,4.28,868.73,0.7,1097.485,0.884,356.941,0.288,557.961,0.45,10981.134,30.629,14.407,13.784,29.067,12.433,6.699,7.771,10.378,0.478,0.687,9.936,2.617,1.538,0.999,11.729,5.714,8.073,0.035,0.049,0.089,0.004,5312.637,4317.486,-456.976,-12.999
China,1998,CHN,1250847121.0,5338703069184.0,211.369,0.169,3364.587,-151.007,-4.295,4216.271,-168.054,-3.833,3.371,0.79,0.383,2.69,0.63,0.306,2444.771,1.954,2959.864,2.366,0.554,2248.377,68517.523,133267.359,54234.887,792.974,69685.781,9337.141,8822.785,2.061,0.003,50.501,0.04,3.313,4.141,851.683,0.681,1089.98,0.871,365.222,0.292,559.262,0.447,11000.566,32.022,13.844,13.847,27.986,13.191,6.873,7.88,10.681,0.502,0.705,9.97,2.704,1.228,1.13,13.861,5.659,8.168,0.036,0.051,0.091,0.005,5180.109,4143.523,-404.724,-12.029
China,1999,CHN,1260176650.0,5578502963200.0,228.322,0.181,3557.275,192.687,5.727,4339.629,123.359,2.926,3.444,0.778,0.381,2.823,0.638,0.312,2580.992,2.048,3172.59,2.518,0.569,2476.699,72074.797,137606.984,56815.879,847.545,70468.133,9933.892,9069.433,2.041,0.004,54.572,0.043,3.437,4.232,782.355,0.621,1092.344,0.867,377.373,0.299,596.751,0.474,11386.067,32.962,14.313,14.064,29.122,13.964,7.054,7.991,10.998,0.527,0.724,9.996,2.795,1.343,1.183,13.033,5.888,8.265,0.037,0.053,0.094,0.005,5332.926,4331.268,-384.685,-10.814
China,2000,CHN,1269581164.0,5952682590208.0,244.388,0.192,3649.227,91.952,2.585,4259.395,-80.235,-1.849,3.355,0.716,0.361,2.874,0.613,0.309,2601.762,2.049,3262.413,2.57,0.548,2721.087,75724.031,141866.391,59417.641,907.342,71078.297,10582.577,9334.936,1.982,0.004,59.796,0.047,3.498,4.181,610.168,0.481,1108.096,0.873,367.944,0.29,648.686,0.511,11800.283,33.755,14.305,13.826,28.273,14.74,7.231,8.093,11.3,0.553,0.745,10.008,2.894,1.365,1.259,11.519,6.316,8.358,0.037,0.054,0.097,0.005,5307.824,4440.686,-386.813,-10.6
China,2001,CHN,1278725057.0,6329737412608.0,270.828,0.212,3728.51,79.283,2.173,4221.178,-38.217,-0.897,3.301,0.667,0.339,2.916,0.589,0.299,2637.651,2.063,3358.539,2.626,0.531,2991.916,79452.539,146087.562,62055.293,974.499,71570.969,11241.878,9797.812,1.97,0.004,67.157,0.053,3.551,4.159,492.668,0.385,1118.592,0.875,366.843,0.287,659.3,0.516,12470.062,35.76,14.504,13.853,28.494,15.568,7.405,8.192,11.597,0.578,0.769,10.01,2.989,1.425,1.401,10.339,6.371,8.449,0.038,0.056,0.099,0.005,5318.595,4541.251,-369.97,-9.923
China,2002,CHN,1286866839.0,6814493573120.0,282.688,0.22,4103.046,374.537,10.045,4488.691,267.513,6.337,3.488,0.659,0.331,3.188,0.602,0.302,3018.637,2.346,3650.753,2.837,0.536,3274.604,83555.578,150576.25,65073.93,1028.492,71956.609,11894.963,10602.087,1.993,0.003,53.993,0.042,3.838,4.402,385.644,0.3,1127.3,0.876,384.379,0.299,653.086,0.508,13580.49,36.001,15.615,14.293,31.181,16.37,7.601,8.297,11.945,0.6,0.782,9.992,3.078,1.382,1.094,7.52,6.321,8.548,0.039,0.058,0.102,0.005,5664.255,4938.582,-452.293,-11.023
China,2003,CHN,1294517315.0,7248623435776.0,353.679,0.273,4841.119,738.072,17.988,5192.516,703.825,15.68,4.011,0.716,0.328,3.74,0.668,0.306,3601.712,2.782,4077.675,3.15,0.563,3628.283,88396.703,155768.766,68675.641,1089.238,72308.008,12622.062,12273.32,2.182,0.004,60.745,0.047,4.445,4.988,351.397,0.271,1186.953,0.917,390.81,0.302,727.099,0.562,15818.756,40.955,17.496,15.387,34.241,17.388,7.844,8.427,12.368,0.625,0.797,9.957,3.179,1.503,1.187,5.784,6.857,8.666,0.039,0.06,0.105,0.005,6456.585,5753.911,-763.444,-15.77
China,2004,CHN,1302100319.0,7830953263104.0,368.396,0.283,5217.351,376.232,7.772,5579.754,387.239,7.458,4.285,0.713,0.301,4.007,0.666,0.282,3835.288,2.945,4315.944,3.315,0.551,3996.679,93614.055,161348.516,72510.93,1160.759,72670.414,13461.154,14272.745,2.364,0.004,71.521,0.055,4.77,5.333,362.403,0.278,1268.221,0.974,408.476,0.314,839.093,0.644,18509.135,40.815,18.222,16.393,35.275,18.359,8.102,8.571,12.808,0.649,0.817,9.933,3.299,1.516,1.353,6.706,7.629,8.803,0.04,0.063,0.108,0.006,6943.841,6210.593,-901.407,-17.277
China,2005,CHN,1310027138.0,8602939555840.0,411.649,0.314,5882.106,664.755,12.741,6207.762,628.008,11.255,4.739,0.722,0.295,4.49,0.684,0.28,4424.353,3.377,4718.328,3.602,0.548,4408.328,99496.156,167556.281,76935.281,1245.716,72996.07,14311.327,16114.158,2.444,0.004,84.957,0.065,5.308,5.853,325.656,0.249,1339.097,1.022,423.778,0.323,850.173,0.649,21027.164,42.513,19.862,17.991,38.315,19.388,8.395,8.74,13.318,0.675,0.845,9.911,3.415,1.606,1.573,6.658,7.655,8.965,0.041,0.065,0.112,0.006,7667.986,6953.879,-1163.779,-19.785
China,2006,CHN,1318054037.0,9489543593984.0,470.087,0.357,6494.331,612.224,10.408,6824.091,616.329,9.928,5.177,0.719,0.296,4.927,0.684,0.282,4905.367,3.722,5135.917,3.897,0.541,4878.415,105990.484,174380.391,81840.648,1349.469,73325.828,15209.861,17552.789,2.429,0.004,103.753,0.079,5.792,6.336,329.761,0.25,1396.412,1.059,436.559,0.331,898.534,0.682,23048.332,44.523,21.204,18.977,40.227,20.503,8.718,8.929,13.874,0.699,0.882,9.884,3.534,1.593,1.867,6.184,8.008,9.144,0.042,0.068,0.116,0.006,8351.435,7634.546,-1358.414,-20.917
China,2007,CHN,1325813580.0,10358205972480.0,514.981,0.388,6983.547,489.217,7.533,7294.759,470.668,6.897,5.502,0.704,0.291,5.267,0.674,0.279,5289.875,3.99,5547.083,4.184,0.536,5393.396,112974.039,181675.125,87130.523,1478.985,73637.047,16137.212,18955.223,2.418,0.004,129.515,0.098,6.162,6.685,311.211,0.235,1424.359,1.074,445.352,0.336,927.351,0.699,25049.576,45.413,22.146,20.191,41.377,21.636,9.058,9.133,14.457,0.718,0.932,9.865,3.654,1.446,2.248,6.773,8.241,9.335,0.043,0.071,0.121,0.006,8862.956,8169.898,-1436.465,-20.569
China,2008,CHN,1333821009.0,10799147909120.0,525.924,0.394,7501.498,517.95,7.417,7814.796,520.037,7.129,5.859,0.724,0.3,5.624,0.695,0.288,5729.473,4.296,5969.417,4.475,0.553,5919.32,120475.531,189489.938,92860.0,1628.659,73950.336,17107.33,19561.799,2.409,0.003,149.674,0.112,6.519,7.052,313.299,0.235,1437.849,1.078,450.842,0.338,970.118,0.727,26020.463,45.773,23.388,21.147,43.399,22.7,9.417,9.352,15.078,0.734,0.989,9.843,3.778,1.394,2.525,6.42,8.66,9.534,0.044,0.075,0.125,0.006,9405.909,8694.642,-1532.08,-20.424
China,2009,CHN,1342522709.0,11572544012288.0,583.56,0.435,7891.078,389.581,5.193,8211.936,397.139,5.082,6.117,0.71,0.302,5.878,0.682,0.291,6028.489,4.49,6721.094,5.006,0.581,6502.88,128366.609,197701.859,98888.484,1793.063,74271.195,18089.676,20281.068,2.347,0.003,164.404,0.122,6.771,7.321,320.857,0.239,1465.252,1.091,430.502,0.321,982.348,0.732,27158.898,49.369,25.018,22.305,46.213,23.856,9.792,9.584,15.723,0.749,1.052,9.817,3.901,1.379,2.842,6.084,8.966,9.743,0.045,0.078,0.13,0.007,9828.306,9090.345,-1169.984,-14.827
China,2010,CHN,1351561511.0,12858808074240.0,639.592,0.473,8620.576,729.498,9.245,8579.337,367.401,4.474,6.348,0.667,0.295,6.378,0.67,0.297,6568.743,4.86,7337.083,5.429,0.571,7142.472,136987.188,206281.219,105457.227,1992.648,74229.953,19182.248,21551.547,2.26,0.003,199.585,0.148,7.312,7.819,-41.239,-0.031,1524.504,1.128,434.698,0.322,1092.571,0.808,29055.609,50.635,25.844,22.087,47.074,25.042,10.191,9.815,16.404,0.758,1.128,9.74,4.038,1.165,3.205,-0.751,9.649,9.966,0.046,0.082,0.135,0.007,10567.731,9883.021,-1283.493,-14.889
China,2011,CHN,1360250657.0,13691527364608.0,708.564,0.521,9532.332,911.756,10.577,9549.341,970.004,11.306,7.02,0.697,0.305,7.008,0.696,0.304,7309.709,5.374,8139.869,5.984,0.595,7851.037,146519.516,215830.547,112766.938,2238.638,74246.969,20306.107,23090.885,2.289,0.003,245.99,0.181,8.02,8.518,17.009,0.013,1626.133,1.195,441.33,0.324,1123.859,0.826,31336.535,52.145,27.626,24.004,49.598,26.275,10.627,10.078,17.148,0.766,1.223,9.676,4.175,1.072,3.836,0.322,9.892,10.218,0.048,0.086,0.141,0.007,11587.158,10909.15,-1392.463,-14.608
China,2012,CHN,1369520865.0,14773157625856.0,714.782,0.522,9779.292,246.96,2.591,9795.438,246.097,2.577,7.152,0.663,0.3,7.141,0.662,0.3,7464.744,5.451,8498.904,6.206,0.575,8565.818,156298.812,225625.984,120231.68,2516.237,74263.109,21482.82,23873.199,2.208,0.003,277.599,0.203,8.15,8.605,16.146,0.012,1625.214,1.187,448.538,0.328,1176.712,0.859,32624.178,51.248,27.941,24.096,50.075,27.388,11.056,10.339,17.878,0.771,1.327,9.607,4.314,0.99,4.238,0.286,10.237,10.465,0.049,0.091,0.147,0.007,11785.366,11161.443,-1280.388,-13.093
China,2013,CHN,1379008046.0,15925464006656.0,748.323,0.543,9956.329,177.037,1.81,9973.596,178.159,1.819,7.232,0.626,0.295,7.22,0.625,0.294,7493.408,5.434,8724.485,6.327,0.548,9314.142,166255.125,235599.578,127725.094,2836.365,74280.375,22717.439,24600.359,2.126,0.003,320.127,0.232,8.244,8.685,17.266,0.013,1651.454,1.198,451.293,0.327,1234.621,0.895,33852.562,51.444,28.204,24.676,49.951,28.457,11.473,10.6,18.578,0.775,1.446,9.546,4.459,0.943,4.859,0.337,10.664,10.712,0.05,0.095,0.153,0.007,11976.409,11367.93,-1231.844,-12.372
China,2014,CHN,1387951973.0,17103948087296.0,770.284,0.555,9990.257,33.927,0.341,9859.565,-114.031,-1.143,7.104,0.576,0.284,7.198,0.584,0.288,7424.993,5.35,8806.582,6.345,0.515,10084.425,176245.391,245459.141,135150.078,3206.586,74149.688,23973.047,25071.705,2.03,0.003,370.222,0.267,8.23,8.648,-130.691,-0.094,1670.111,1.203,454.229,0.327,1255.605,0.905,34729.066,51.268,28.181,24.138,49.441,29.459,11.872,10.844,19.237,0.781,1.581,9.464,4.6,1.016,5.583,-2.422,10.818,10.95,0.052,0.1,0.159,0.008,12002.595,11422.511,-1183.674,-11.848
China,2015,CHN,1396134164.0,18301224747008.0,718.559,0.515,9863.457,-126.8,-1.269,9828.97,-30.596,-0.31,7.04,0.537,0.28,7.065,0.539,0.281,7266.92,5.205,8860.397,6.346,0.484,10802.984,186108.859,255288.109,142417.0,3586.638,74115.203,25301.852,25210.303,1.92,0.003,380.052,0.272,8.089,8.547,-34.488,-0.025,1671.582,1.197,457.125,0.327,1328.805,0.952,35135.988,49.516,27.859,24.01,49.544,30.274,12.245,11.078,19.857,0.787,1.711,9.393,4.748,1.016,5.616,-0.623,11.231,11.172,0.053,0.104,0.165,0.008,11932.706,11292.773,-1003.059,-10.169
China,2016,CHN,1404052626.0,19545710395392.0,740.776,0.528,9762.714,-100.743,-1.021,9618.938,-210.032,-2.137,6.851,0.492,0.273,6.953,0.499,0.277,7071.355,5.036,8860.693,6.311,0.453,11543.76,195871.578,264907.031,149488.359,4008.365,73971.422,26659.688,25164.398,1.805,0.002,421.726,0.3,7.935,8.326,-143.776,-0.102,1621.114,1.155,456.86,0.325,1357.838,0.967,35277.711,49.703,27.565,24.154,49.325,31.053,12.594,11.3,20.435,0.788,1.851,9.323,4.893,0.826,6.066,-3.263,11.35,11.379,0.054,0.108,0.171,0.008,11690.258,11141.771,-902.02,-9.239
China,2017,CHN,1412354742.0,20894363680768.0,753.439,0.533,10006.343,243.629,2.496,9826.776,207.838,2.161,6.958,0.47,0.268,7.085,0.479,0.273,7163.255,5.072,9134.99,6.468,0.437,12297.199,205877.906,274733.812,156651.625,4494.724,73791.859,28090.275,25987.383,1.754,0.002,486.359,0.344,8.082,8.451,-179.566,-0.127,1639.649,1.161,453.819,0.321,1430.587,1.013,36649.383,49.913,27.803,24.432,49.357,31.789,12.938,11.522,20.997,0.787,2.009,9.251,5.043,0.767,6.823,-4.244,11.775,11.588,0.055,0.113,0.176,0.008,11935.866,11414.804,-871.352,-8.708
China,2018,CHN,1419008963.0,22294286041088.0,765.836,0.54,10332.992,326.65,3.264,10156.673,329.897,3.357,7.158,0.456,0.264,7.282,0.463,0.269,7316.367,5.156,9595.094,6.762,0.43,13063.035,216210.891,284890.5,163967.969,5070.093,73615.539,29590.75,27104.984,1.723,0.002,575.369,0.405,8.305,8.654,-176.319,-0.124,1677.521,1.182,449.692,0.317,1500.474,1.057,38409.645,49.265,28.132,25.032,49.615,32.464,13.28,11.748,21.552,0.788,2.193,9.184,5.198,0.837,7.702,-4.586,12.25,11.801,0.057,0.117,0.183,0.008,12279.784,11785.06,-737.898,-7.141
China,2019,CHN,1423520354.0,23631939764224.0,819.965,0.576,10713.984,380.991,3.687,10488.223,331.55,3.264,7.368,0.444,0.261,7.526,0.453,0.267,7523.024,5.285,9931.447,6.977,0.42,13883.0,226924.891,295378.719,171491.0,5700.265,73389.773,31150.477,28264.688,1.701,0.003,630.171,0.443,8.571,8.861,-225.761,-0.159,1699.523,1.194,418.188,0.294,1559.728,1.096,40188.543,50.518,28.875,25.649,51.195,33.164,13.628,11.979,22.114,0.79,2.387,9.113,5.355,0.882,8.255,-5.962,12.566,12.017,0.058,0.122,0.189,0.009,12614.095,12201.056,-782.537,-7.304
China,2020,CHN,1426106083.0,24151844716544.0,849.976,0.596,10905.693,191.709,1.789,10653.655,165.432,1.577,7.47,0.441,0.257,7.647,0.452,0.263,7679.484,5.385,9972.824,6.993,0.413,14732.977,237830.578,306032.375,179170.484,6376.738,73137.742,32673.529,29119.828,1.718,0.004,676.473,0.474,8.709,9.004,-252.038,-0.177,1732.467,1.215,418.821,0.294,1523.052,1.068,41493.711,51.883,31.047,27.625,53.827,33.869,13.988,12.219,22.686,0.801,2.588,9.043,5.513,1.289,8.943,-7.329,13.896,12.246,0.059,0.127,0.195,0.009,12841.301,12420.61,-932.869,-8.554
Colombia,1990,COL,32440064.0,253538205696.0,2.722,0.084,56.898,3.815,7.188,59.487,-4.702,-7.325,1.834,0.235,0.236,1.754,0.224,0.225,13.884,0.428,61.994,1.911,0.245,59.894,1315.489,20314.152,366.127,155.785,19212.711,699.986,7744.489,0.996,0.025,8.373,0.258,2.552,4.888,2.59,0.08,69.065,2.129,17.142,0.528,31.113,0.959,252.481,0.551,0.25,0.215,0.16,0.488,0.163,1.394,0.084,0.412,0.197,2.943,0.26,0.311,0.22,0.052,0.337,1.066,0.003,0.008,0.01,0.0,158.559,82.771,5.096,8.957
Colombia,1991,COL,33098371.0,259415670784.0,2.72,0.082,56.654,-0.244,-0.428,81.261,21.774,36.603,2.455,0.313,0.314,1.712,0.218,0.219,12.414,0.375,60.501,1.828,0.233,62.614,1372.143,20395.414,378.541,164.48,19237.318,731.984,7789.251,0.999,0.025,8.695,0.263,2.5,5.253,24.607,0.743,68.705,2.076,17.226,0.52,31.998,0.967,259.169,0.535,0.244,0.289,0.144,0.49,0.165,1.373,0.085,0.408,0.198,2.924,0.262,0.302,0.225,0.495,0.33,1.057,0.003,0.008,0.011,0.0,173.864,82.742,3.847,6.791
